Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Siete cuentos góticos,,,.,93,Isak Dinesen,"Dinesen, Isak",,,,,,Unidad Editorial,"Madrid, Spain",,1999,,,,English Short stories,,,,,,,,,,,,381,,,,,,español,,,,,,9788481302097,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:30:34.446079969,,,,,,,,jtxXOwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7894421-L.jpg,
Sueños y discursos,,,.,71,Francisco de Quevedo,"Quevedo, Francisco de",,,,,,"El mundo, Unidad Editorial",Madrid,,1999,,,,Early works to 1800,,,,,,,,,,,,125,,,,,,español,,,,,,9788481301908,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:09:30.936097979,,,,,,,,4IVKPgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4C932700-8658-4762-9A4B-2AB2CA68B078,
Una habitación con vistas,,,.,57,Edward Morgan Forster,"Forster, Edward Morgan",,,,,,Unidad Editorial,,,1999,,,,,,,,,,,,,,,,189,,,,,,español,,,,,,9788481301755,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 11:59:05.940507054,,,,,,,,ToaLPwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10301942-L.jpg,
Una historia de España / A History of Spain,,,,,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,,,,,PRH Grupo Editorial,Barcelona,2019/07/23,2019,,,,Literary Collections,"Por primera vez un volumen reúne la historia de España escrita por Arturo Pérez-Reverte durante más de cuatro años en su columna «Patente de corso» del XL Semanal. Un relato ameno, personal, a ratos irónico, pero siempre único, de nuestra accidentada historia a través de los siglos. Una obra concebida por el autor para, en palabras suyas, «divertirme, releer y disfrutar; un pretexto para mirar atrás desde los tiempos remotos hasta el presente, reflexionar un poco sobre ello y contarlo por escrito de una manera poco ortodoxa.»A lo largo de los 91 capítulos más el epílogo de los que consta el libro, Arturo Pérez-Reverte narra los principales acontecimientos ocurridos desde los orígenes de nuestra historia y hasta el final de la Transición con una mirada subjetiva, construida con las dosis exactas de lecturas, experiencia y sentido común. «La misma mirada con que escribo novelas y artículos -dice el autor-; no la elegí yo, sino que es resultado de todas esas cosas: la visión, ácida más a menudo que dulce, de quien, como dice un personaje de una de mis novelas, sabe que ser lúcido en España aparejó siempre mucha amargura, mucha soledad y mucha desesperanza.».- Arturo Pérez-ReverteENGLISH DESCRIPTIONFor the first time, one volume gathers the history of Spain as written by Arturo Pérez-Reverte over the course of more than four years in his “Patente de corso” (“Carte Blanche”) column for XL Semanal. An entertaining, personal, and sometimes ironic but always unique tale of Spain’s turbulent history throughout the centuries. A work conceptualized by the author to, in his words, “entertain me, re-read and enjoy; a pretext for looking back through time from the very beginning until the present, reflecting a little about it, and telling it in writing in an unorthodox way.”Throughout the 91 chapters plus the epilogue of the book, Arturo Pérez-Reverte narrates the main events from Spain’s origin and up through the end of the Transition with a subjective view, made up of precise measures of reading, experience, and common sense. “The same view with which I write novels and articles,” says the author, “... I didn’t choose it myself; it’s the result of all those things: as one of my novel’s characters says it, it’s the vision, harsh yet frequently sweet, of someone who knows that being lucid in Spain has always entailed bitterness, loneliness, and despair.” -Arturo Pérez-Reverte",,,,,,,,,,,256,,,,,,español,,,,,,9788420438177,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:37:03.940672993,,,,,,,,gmWREAAAQBAJ,,0,0,0,,,
Utopía,,,,,Tomás Moro (Santo),"(Santo), Tomás Moro",,,,,,Orbis,,,1985,,,,,,,,,,,,,,,,199,,,,,,español,,,,,,9788475304786,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/26 13:30:11.073179960,,,,,,,,MnYSPwAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/63871162-2402-4B37-B70B-A9FA112E3B70,
Viaje a Portugal,,,.,98,José Saramago,"Saramago, José",,,,,,"Bibliotex, S.L.",Barcelona (España),1999/12/01,1999,,,,Fiction,José Saramago viaja a Portugal y ofrece al lector el auténtico rostro de una tierra inagotable.,,,,,,,,,,,416,,,,,,español,,,,,,9788481302196,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:34:13.488433003,,,,,,,,2BEDAgAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8276718-L.jpg,
Viaje al centro de la tierra,,,.,69,Jules Verne,"Verne, Jules",,,,,,"El mundo, Unidad Editorial",Madrid,,1999,,,,Fiction,"Un jeroglífico medieval casi indescifrable puede permanecer luengos siglos durmiendo entre las hojas de un libro viejo. Pero, cuando por azar caiga en manos del audaz profesor Otto Lidenbrock de Hamburgo, desencadenará el viaje más espectacular de todo el siglo XIX. El profesor, su sobrino Axel y el impasible Hans verán maravillas en el interior del globo, iluminados por una inmóvil luz incomprensible. Esta novela, la más fantástica, la menos científica, tal vez la mas literaria de Verne, cautivará a los lectores por la intensidad de la narración y por el indefinible misterio que encierra la naturaleza cuando se penetra en ella por los caminos de la imaginación.",,,,,,,,,,,199,,,,,,español,,,,,,9788481301885,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:08:14.123182058,,,,,,,,9vjrOwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10613160-L.jpg,
Zalacaín el aventurero,,,.,73,Pío Baroja,"Baroja, Pío",,,,,,El Mundo,,,1999,,,,,,,,,,,,,,,,191,,,,,,español,,,,,,9788481301960,,0,0.000000,Estantería 3.4,Unread,,0,,,,,,,,0,,,,,2025/09/23 12:14:27.379382967,,,,,,,,9pHiGgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/C72D7C8D-CD7E-4AC5-9487-0D3634B53994,
Adiós a las armas,,,.,7,Ernest Hemingway,"Hemingway, Ernest",,,,,,Unidad,"Madrid, España",,1999,,,,Utopias,,,,,,,,,,,,318,,,,,,español,,,,,,9788481301212,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:45:41.223835945,,,,,,,,SHlIzQEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2686089A-6FF6-4AC8-8A8C-8D2D282ACF7F,
Alicia en el Pais de las Maravillas,,,.,34,Lewis Carroll,"Carroll, Lewis",,,,,,"El mundo, Unidad Editorial",Madrid,2001/11/01,2001,,,,Juvenile Fiction,"«Pocos libros, antes de ALICIA EN EL PAÍS DE LAS MARAVILLAS, habían demostrado que la realidad lleva asociadas partes invisibles que solo la imaginación puede descubrir. Cuando Lewis Carroll contaba a las hermanitas Liddell las aventuras de Alicia en sus excursiones en barca por el río estaba adentrándose en algo que descubrirá el psicoanálisis del siglo XX: la mente de los niños no está sometida a los prejuicios que la realidad impone a los adultos y puede romper la lógica de lo cotidiano mirando con unos ojos más profundos, los de la mente, y no los de la carne. La imaginación, la ironía y el humor sutil de Alicia devuelve al lector a una especie de paraíso donde el mundo aún no está ordenado según las normas que la vida social hace acatar a todos. Un paraíso regido por la libertad más absoluta, la del sueño.»",,,,,,,,,,,394,,,,,,español,,,,,,9788481301502,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:15:55.308594942,,,,,,,,g4_3PgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D27BB561-B63A-4453-AA9C-0D983358BD60,
Ana Karenina,,Volumen I,.,29,"Lev Nikolaevič Tolstoj,graf Leo Tolstoy","Tolstoj, Lev Nikolaevič",,,,,,Unidad Editorial,,,1999,,,,,,,,,,,,,,,,444,,,,,,español,,,,,,9788481301441,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:09:18.909150004,,,,,,,,F7hCPgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/23C2EA4F-8EEF-42BE-A9F4-00C3EA1B722E,
Ana Karenina,,Volumen II,.,29,"Lev Tolstói,graf Leo Tolstoy","Tolstói, Lev",,,,,,Unidad Editorial,,,1999,,,,,,,,,,,,,,,,358,,,,,,español,,,,,,9788481301458,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:10:05.222514986,,,,,,,,BZANKQAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D171DCC0-B63A-491F-A7B0-9A6224AFF5B4,
Asesinato en el Orient Express,,,,,Agatha Christie,"Christie, Agatha",,,,,,RBA Coleccionables,,,2008,,,,,,,,,,,,,,,,199,,,,,,español,,,,,,9788447356584,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/26 13:14:30.664931058,,,,,,,,oSt6twAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10527425-L.jpg,
Campos de Castilla,,,,,Antonio Machado,"Machado, Antonio",,,,,,Bibliotex,,,1999,,,,,,,,,,,,,,,,126,,,,,,español,,,,,,9788481301175,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:10:43.604249000,,,,,,,,xnrOPAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/04D22063-5F23-4BA5-A073-24CE45CD26D3,
Cien años de soledad,,,,,Gabriel García Márquez,"Márquez, Gabriel García",,,,,,Unidad Editorial,,,1999,,,,,"""Muchos años después, frente al pelotón de fusilamiento, el coronel Aureliano Buendía habia de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo"". Con estas palabras empieza una novela ya legendaria en los anales de la literatura universal, una de las aventuras literarias más fascinantes de nuestro siglo. Millones de ejemplares de ""Cien años de Soledad"" leídos en todas las lenguas y el premio Nobel de Literatura coronando una obra que se había abierto paso ""boca a boca""",,,,,,,,,,,320,,,,,,español,,,,,,9788481301236,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 17:10:38.528661012,,,,,,,,oZBqwgEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/9EDD955D-F1E8-409E-8F0F-010AD0B761EF,
Corazón ligero,,,,,Antonio Fornés,"Fornés, Antonio",,,,,,RBA Libros y Publicaciones,,2025/02/12,2025,,,,Travel,"UN ENSAYO QUE MUESTRA QUE LOS VERDADEROS VIAJEROS PARTEN POR PARTIR, CON EL CORAZÓN LIGERO  ¿En qué consiste la auténtica aventura? No se trata de vivir mil peripecias complejas, sino de hacer algo más simple y radical: salir al camino, pues el camino es, en realidad, la vida. El autor de este libro no pretende simplemente explicarnos mil y una curiosidades exóticas de los sitios que ha visitado, sino que va mucho más allá. Contempla con ojos de filósofo el paisaje físico y humano de cada territorio para abordar cuestiones que trascienden la experiencia viajera. Sus estancias en lugares tan dispares como Kurdistán, Namibia, Irán, Etiopía, India o Nepal se ven enriquecidas con reflexiones sobre la muerte, la intolerancia, la terrible herencia de la colonización o las influencias culturales.  El resultado es una sorprendente amalgama vital, enriquecedora, llena de energía y muy entretenida, que demuestra que los viajes, bien entendidos, son experiencias transformadoras.",,,,,,,,,,,224,,,,,,español,,,,,,9788410980914,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/10/17 10:55:11.844146966,,,,,,,,pZNBEQAAQBAJ,,0,0,0,,,
Cuentos de Eva Luna,,,,,Isabel Allende,"Allende, Isabel",,,,,,Plaza & Janés,"Barcelona, España",,1998,,,,Fiction,"In this magical bestseller, the story-telling heroine of ""Eva Luna"" returns with a rich treasure trove of tales--two dozen vibrant, enchanting demonstrations of her artistry. Here is the foreign made indelibly familiar by the imagination, the passion, and the eloquence of one of the world's leading writers. Copyright © Libri GmbH. All rights reserved.",,,,,,,,,,,246,,,,,,español,,,,,,9788401423031,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/26 17:45:20.847200989,,,,,,,,xiZhTY0F6b8C,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4CAD85B5-A1B3-4548-9D1F-2ADED84D6102,
Diez negritos,,,,,Agatha Christie,"Christie, Agatha",,,,,,RBA,,,2009,,,,,,,,,,,,,,,,222,,,,,,español,,,,,,9788447368150,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/26 13:13:58.186553955,,,,,,,,pr2XMwEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/837ACFFC-B96B-440A-8DC3-DC5E6078E3FE,
Dioses y héroes de la antigua Grecia,,,.,38,Robert Graves,"Graves, Robert",,,,,,Millenium,Madrid,,1999,,,,Greek Gods,,,,,,,,,,,,115,,,,,,español,,,,,,9788481301557,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:19:06.227897047,,,,,,,,cFNPAAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/FE5912F3-F516-4FD6-9136-E46EAF54F833,
Drácula,,,.,14,Bram Stoker,"Stoker, Bram",,,,,,Bibliotex,ES,2001/11/01,2001,,,,English literature,,,,,,,,,,,,383,,,,,,español,,,,,,9788481301182,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:54:13.703382968,,,,,,,,acIwQwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10510398-L.jpg,
El Aleph,,,.,49,Jorge Luis Borges,"Borges, Jorge Luis",,,,,,Unidad Editorial,,,1999,,,,Cuentos,Dieciocho relatos filosóficos y sobrenaturales que componen uno de los hitos de la literatura universal.,,,,,,,,,,,118,,,,,,español,,,,,,9788481301663,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 11:17:52.240836024,,,,,,,,K2cX0QEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/B3854A1B-745B-42E0-B762-374F0B459655,
El Amante de L. Chaterley,,,.,31,David Herbert Lawrence,"Lawrence, David Herbert",,,,,,Unidad Editorial,,2002/03/01,2002,,,,Fiction,"«Inválido de guerra, Sir Clifford Chatterley y su esposa Connie llevan una existencia acomodada, aparentemente plácida, rodeada de los placeres burgueses de las reuniones sociales y regida por los correctos términos que deben ser propios de todo buen matrimonio. Connie, sin embargo, no puede evitar sentir un vacío vital. La irrupción en su vida de Mellors, el guardabosque de la mansión familiar, la pondrá en contacto con las energías más primarias e instintivas y relacionadas con la vida. La fuerte corriente relacionada con la energía sexual que recorre casi toda la obra de D. H. Lawrence encuentra una de sus máximas expresiones en EL AMANTE DE LADY CHATTERLEY novela que se vio envuelta en la polémica y el escándalo desde el momento de su aparición.»",,,,,,,,,,,382,,,,,,español,,,,,,9788481301489,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:11:27.486824989,,,,,,,,FkgpAAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/3E5A5227-C921-4D53-A5C1-65DC615FC549,
El asesinato en[sic] de Roger Ackroyd,,,,,Agatha Christie,"Christie, Agatha",,,,,,RBA,,,2008,,,,,"Mrs. Ferrari ha muerto vc̕tima de una sobredosis de somnf̕eros. Hace un aǫ, su marido muri ̤al parecer de una gastritis aguda. Caroline Sheppard, la hermana del mďico del pueblo, sospecha que fue envenenado. Poco despuš, Roger Ackroyd, el terrateniente de la villa, aparece muerto con una daga tunecina clavada en la espalda.?Estarǹ las tres muertes relacionadas?",,,,,,,,,,,219,,,,,,español,,,,,,9788447356614,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/26 13:16:13.135576963,,,,,,,,XOGBswEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DA54BE5C-41DD-47B4-8D87-A07D399C6C2D,
EL CAMINO DE LOS REYES (EL ARCHIVO DE LAS TORMENTAS 1),,,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Ediciones B,,2015/07/01,2015,,,,New York Times Bestseller,"El camino de los reyes es el primer volumen de «El Archivo de las Tormentas», el resultado de más de una década de construcción y escritura de universos, convertido en una obra maestra de la fantasía contemporánea en diez volúmenes. Con ella, Brandon Sanderson se postula como el autor del género que más lectores está ganando en todo el mundo. Anhelo los días previos a la Última Desolación. Los días en que los Heraldos nos abandonaron y los Caballeros Radiantes se giraron en nuestra contra. Un tiempo en que aún había magia en el mundo y honor en el corazón de los hombres. El mundo fue nuestro, pero lo perdimos. Probablemente no hay nada más estimulante para las almas de los hombres que la victoria. ¿O tal vez fue la victoria una ilusión durante todo ese tiempo? ¿Comprendieron nuestros enemigos que cuanto más duramente luchaban, más resistíamos nosotros? Quizá vieron que el fuego y el martillo tan solo producían mejores espadas. Pero ignoraron el acero durante el tiempo suficiente para oxidarse. Hay cuatro personas a las que observamos. La primera es el médico, quien dejó de curar para convertirse en soldado durante la guerra más brutal de nuestro tiempo. La segunda es el asesino, un homicida que llora siempre que mata. La tercera es la mentirosa, una joven que viste un manto de erudita sobre un corazón de ladrona. Por último está el alto príncipe, un guerrero que mira al pasado mientras languidece su sed de guerra. El mundo puede cambiar. La potenciación y el uso de las esquirlas pueden aparecer de nuevo, la magia de los días pasados puede volver a ser nuestra. Esas cuatro personas son la clave. Una de ellas nos redimirá. Y una de ellas nos destruirá. Reseñas: «Brandon Sanderson es una leyenda.» Alexelcapo, @EvilAFM «Me encantó este libro. ¿Qué más hay que decir?» Patrick Rothfuss «Es raro que un escritor de ficción comprenda tan bien cómo funciona el liderazgo y cómo el amor echa raíces en el corazón humano. Sanderson es sorprendentemente sabio.» Orson Scott Card «Los fans de la fantasía épica esperarán ansiosamente la publicación del siguiente volumen de la serie.» Library Journal",,,,,,,,,,,1200,,,,,,español,,,,,,9788466657662,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 11:20:54.387086987,,,BIBLIOTECA DANIEL,,,,,cGj7sgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7366499-L.jpg,
El cuaderno gris,,,.,40,Josep Pla,"Pla, Josep",,,,,,"El mundo, Unidad Editorial",,,1999,,,,,"Al abrir El cuaderno gris es mucho lo que puede asombrar al lector: una conversación cazada al vuelo en un café; una sentencia (casi un aforismo) oída o pronunciada como por casualidad, capaz de condensar el sentimiento de toda una época; la sucinta y emotiva descripción de un paisaje; descarnados apuntes de crítica literaria; un afilado juicio político, hilvanado en medio de consideraciones sobre el tiempo, la higiene, la salud, las mujeres o la gastronomía... Todo esto y mucho más contiene el dietario que Josep Pla (Palafrugell, 1897-Llofriu, 1981) escribió entre marzo de 1918 y noviembre de 1919, siendo un joven estudiante de Derecho al que el cierre de la universidad, a causa de la Gran Guerra, obliga a interrumpir sus estudios en Barcelona y regresar a su pueblo natal, donde se entretiene, con constancia de grafómano, en escribir sus impresiones sobre el día a día en un cuaderno gris. Observador minucioso, Pla proyectará a posteriori sobre sus apuntes de juventud, laboriosamente reelaborados, toda una vida de corresponsal --El cuaderno gris acaba justo antes de que el joven Pla parta hacia París, el primero de sus destinos en el extranjero--, ya sea en Francia tras el fin de la guerra, en Roma durante el despunte del fascismo o en el Madrid de la Segunda República. Tras un período retirado de la vida pública, en los años cincuenta retoma los viajes porel mundo a instancias de Josep Vergés, histórico editor de Pla en Destino, quien también le convencerá para editar su obra completa, 46 volúmenes que se abrirán en 1966 precisamente con este libro. Traducido años después al castellano por Dionisio Ridruejo y su mujer, Gloria de Ros, El cuaderno gris llega hoy hasta nosotros revisado por Narcís Garolera, catedrático de Filología Catalana de la Universitat Pompeu Fabra, y vuelve, así, a lucir como lo concibió Pla: un libro de vida que es también valioso testimonio de una época y el mejor exponente de la obra de uno de los más grandes de la literatura catalana.",,,,,,,,,,,575,,,,,,español,,,,,,9788481301571,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:21:42.527045965,,,,,,,,PBpFAgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/ABDA5A5C-E92E-40FC-914D-AB3F4AD0F0C2,
El Enígma Del Scríptorium,,,,,Pedro Ruiz García,"García, Pedro Ruiz",,,,,,SM,,,2012,,,,,"Francisca trabaja como aprendiz en el scriptorium real de Alfonso X, en Toledo. Un día es testigo, junto a un joven musulmán, de un asesinato. Desde el primer momento, Francisca y Karim son acusados de estas muertes, por lo que han de iniciar una investigación que demuestre su inocencia. En esta búsqueda, los jóvenes logran superar la desconfi anza mutua que sienten por pertenecer a diferentes religiones y esferas sociales; y acaban enamorándose. Finalmente, consiguen resolver el enigma gracias a sus conocimientos, a su valor y a la ayuda de sus fi eles amigos. Al hilo de la resolución del misterio que plantea, recrea con veracidad el Toledo del siglo XIII, donde, bajo el reinado de Alfonso X el Sabio, conviven en una precaria armonía cristianos, musulmanes y hebreos. Además, propicia un acercamiento a conocidas leyendas y obras literarias de la Edad Media.",,,,,,,,,,,209,,,,,,inglés,,,,,,9788467555745,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/10/11 18:07:32.103091001,,,,,,,,NogNuwAACAAJ,,0,0,0,,,
El extraño caso del Dr. Jekyll y Mr. Hyde,,,.,20,Robert Louis Stevenson,"Stevenson, Robert Louis",,,,,,"Bibliotex, S.L.",,2001/11/01,2001,,,,Fiction,One of the finest psychological thrillers ever to be written. The book has since seen multiple adaptions in literary and cinematic pieces,,,,,,,,,,,95,,,,,,inglés,,,,,,9788481301342,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:03:01.129580974,,,,,,,,LWhGPgAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/3331917-L.jpg,
El Gran Gatsby,,,.,2,Francis Scott Fitzgerald,"Fitzgerald, Francis Scott",,,,,,Bibliotex,,2001/11/01,2001,,,,Fiction,Wonderful hardbound editions of contemporary classics at inexpensive prices.,,,,,,,,,,,191,,,,,,español,,,,,,9788481301137,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:40:57.693923950,,,,,,,,yqIVAAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/724EC7F5-8D85-4EFF-B439-59AF6C43F45C,
El Hombre Iluminado / The Sunlit Man,,,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,PRH Grupo Editorial,España,2024/02/20,2024,,,,Fiction,"Brandon Sanderson, el gran autor de fantasía del siglo XXI, nos lleva a un futuro de su universo del Cosmere en el que un perpetuo vagabundo planetario deberá decidir si seguir huyendo o quedarse y ayudar en un mundo atribulado.  El Hombre Iluminado es una de las cuatro increíbles novelas con las que Sanderson ha protagonizado la mayor campaña de micromecenazgo de la historia de Kickstarter. Hace años tenía compañeros de armas y una causa en la que creer, pero ahora el hombre que se hace llamar Nómada solo conoce la vida a la fuga. Obligado a saltar de un mundo a otro en el Cosmere cada vez que la implacable Brigada Nocturna le gana demasiado terreno, Nómada acaba en un nuevo planeta y de inmediato se ve implicado en la trifulca entre un tirano y los rebeldes que solo pretenden evitar que los conviertan en esclavos sin mente. Y todo bajo la amenaza constante de un amanecer cuyo calor derrite la misma piedra. Incapaz de comprender su idioma, ¿sabrá navegar el conflicto y obtener el suficiente poder para saltar fuera del planeta antes de que su mente o su cuerpo paguen el precio definitivo?  ENGLISH DESCRIPTION  From #1 New York Times bestselling author Brandon Sanderson―creator of The Stormlight Archive, the Mistborn Saga, and countless bestselling works of science fiction and fantasy―comes this standalone novel showing a rare glimpse of a future Cosmere universe.  Years ago, he had comrades in arms and a cause to believe in, but now the man who calls himself Nomad knows only a life on the run. Forced to hop from world to world in the Cosmere whenever the relentless Night Brigade gets too close, Nomad lands on a new planet and is instantly caught up in the struggle between a tyrant and the rebels who want only to escape being turned into mindless slaves―all under the constant threat of a sunrise whose heat will melt the very stones. Unable to understand the language, can he navigate the conflict and gain enough power to leap off world before his mind or body pay the ultimate price?",,,,,,,,,,,544,,,,,,español,,,,,,9788419260123,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 11:33:00.086858987,,,BIBLIOTECA DANIEL,,,,,CFwa0AEACAAJ,,0,0,0,,,
El honor perdido de Katharina Blum,,,.,46,Heinrich Böll,"Böll, Heinrich",,,,,,Unidad Editorial,Madrid,,1999,,,,Fiction,,,,,,,,,,,,119,,,,,,español,,,,,,9788481301649,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 09:27:13.422598958,,,,,,,,vhcOAQAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7398453-L.jpg,
El ingenioso caballero don Quijote de la Mancha,,Parte II,.,1,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",,,,,,El Mundo,,,1999,,,,,"También conocido como ""El Quijote apócrifo"", fue publicado en Tarragona el año de 1614, hasta el momento no se ha podido dar con la verdadera identidad del autor que escribió la obra bajo el seudónimo Alonso Fernández de Avellaneda. La suya no constituye la única imitación del libro en tiempos de Miguel de Cervantes, pero sí la más importante en su época como para ser citada en la auténtica segunda parte de Don Quijote que apareció publicada al año siguiente.",,,,,,,,,,,456,,,,,,español,,,,,,9788481301106,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:39:28.246695041,,,,,,,,YifpQgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/62C76D56-B30D-4266-8DAD-C4097CE65FEC,
El ingenioso hidalgo don Quijote de la Mancha,,Parte I,.,1,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",,,,,,El Mundo,,,1999,,,,,"También conocido como ""El Quijote apócrifo"", fue publicado en Tarragona el año de 1614, hasta el momento no se ha podido dar con la verdadera identidad del autor que escribió la obra bajo el seudónimo Alonso Fernández de Avellaneda. La suya no constituye la única imitación del libro en tiempos de Miguel de Cervantes, pero sí la más importante en su época como para ser citada en la auténtica segunda parte de Don Quijote que apareció publicada al año siguiente.",,,,,,,,,,,430,,,,,,español,,,,,,9788481301090,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:38:14.983991980,,,,,,,,sjZGPgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/79B4F453-D812-4843-8323-C93ECB035C1C,
El jugador,,,.,16,Fiódor Dostoievski,"Dostoievski, Fiódor",,,,,,El Mundo,Madrid,,1999,,,,Translations into English,,,,,,,,,,,,199,,,,,,español,,,,,,9788481301311,,0,0.000000,Estantería 3.5,Unread,,0,,,,,,,,0,,,,,2025/09/23 08:56:00.881232023,,,,,,,,EmO9QwAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/BA657F62-C644-4ADA-B58E-16BCE255E90B,
